11562
20171229121159,10.0.0.1,49540,10.0.0.4,5001,3,0.0-1.0,524288,4194304
20171229121200,10.0.0.1,49540,10.0.0.4,5001,3,1.0-2.0,393216,3145728
20171229121201,10.0.0.1,49540,10.0.0.4,5001,3,2.0-3.0,524288,4194304
20171229121202,10.0.0.1,49540,10.0.0.4,5001,3,3.0-4.0,393216,3145728
20171229121203,10.0.0.1,49540,10.0.0.4,5001,3,4.0-5.0,393216,3145728
20171229121204,10.0.0.1,49540,10.0.0.4,5001,3,5.0-6.0,393216,3145728
20171229121205,10.0.0.1,49540,10.0.0.4,5001,3,6.0-7.0,524288,4194304
20171229121206,10.0.0.1,49540,10.0.0.4,5001,3,7.0-8.0,524288,4194304
20171229121207,10.0.0.1,49540,10.0.0.4,5001,3,8.0-9.0,393216,3145728
20171229121208,10.0.0.1,49540,10.0.0.4,5001,3,9.0-10.0,524288,4194304
20171229121209,10.0.0.1,49540,10.0.0.4,5001,3,10.0-11.0,524288,4194304
20171229121210,10.0.0.1,49540,10.0.0.4,5001,3,11.0-12.0,393216,3145728
20171229121211,10.0.0.1,49540,10.0.0.4,5001,3,12.0-13.0,524288,4194304
20171229121212,10.0.0.1,49540,10.0.0.4,5001,3,13.0-14.0,393216,3145728
20171229121213,10.0.0.1,49540,10.0.0.4,5001,3,14.0-15.0,393216,3145728
20171229121214,10.0.0.1,49540,10.0.0.4,5001,3,15.0-16.0,393216,3145728
20171229121215,10.0.0.1,49540,10.0.0.4,5001,3,16.0-17.0,393216,3145728
20171229121216,10.0.0.1,49540,10.0.0.4,5001,3,17.0-18.0,393216,3145728
20171229121217,10.0.0.1,49540,10.0.0.4,5001,3,18.0-19.0,393216,3145728
20171229121218,10.0.0.1,49540,10.0.0.4,5001,3,19.0-20.0,262144,2097152
20171229121219,10.0.0.1,49540,10.0.0.4,5001,3,20.0-21.0,393216,3145728
20171229121220,10.0.0.1,49540,10.0.0.4,5001,3,21.0-22.0,393216,3145728
20171229121221,10.0.0.1,49540,10.0.0.4,5001,3,22.0-23.0,262144,2097152
20171229121222,10.0.0.1,49540,10.0.0.4,5001,3,23.0-24.0,393216,3145728
20171229121223,10.0.0.1,49540,10.0.0.4,5001,3,24.0-25.0,262144,2097152
20171229121224,10.0.0.1,49540,10.0.0.4,5001,3,25.0-26.0,393216,3145728
20171229121225,10.0.0.1,49540,10.0.0.4,5001,3,26.0-27.0,393216,3145728
20171229121226,10.0.0.1,49540,10.0.0.4,5001,3,27.0-28.0,262144,2097152
20171229121227,10.0.0.1,49540,10.0.0.4,5001,3,28.0-29.0,262144,2097152
20171229121228,10.0.0.1,49540,10.0.0.4,5001,3,29.0-30.0,393216,3145728
20171229121228,10.0.0.1,49540,10.0.0.4,5001,3,0.0-30.6,12189696,3184127
