11036
20171229121123,10.0.0.2,53726,10.0.0.3,5001,3,0.0-1.0,655360,5242880
20171229121124,10.0.0.2,53726,10.0.0.3,5001,3,1.0-2.0,655360,5242880
20171229121125,10.0.0.2,53726,10.0.0.3,5001,3,2.0-3.0,655360,5242880
20171229121126,10.0.0.2,53726,10.0.0.3,5001,3,3.0-4.0,524288,4194304
20171229121127,10.0.0.2,53726,10.0.0.3,5001,3,4.0-5.0,655360,5242880
20171229121128,10.0.0.2,53726,10.0.0.3,5001,3,5.0-6.0,524288,4194304
20171229121129,10.0.0.2,53726,10.0.0.3,5001,3,6.0-7.0,655360,5242880
20171229121130,10.0.0.2,53726,10.0.0.3,5001,3,7.0-8.0,655360,5242880
20171229121131,10.0.0.2,53726,10.0.0.3,5001,3,8.0-9.0,655360,5242880
20171229121132,10.0.0.2,53726,10.0.0.3,5001,3,9.0-10.0,524288,4194304
20171229121133,10.0.0.2,53726,10.0.0.3,5001,3,10.0-11.0,524288,4194304
20171229121134,10.0.0.2,53726,10.0.0.3,5001,3,11.0-12.0,655360,5242880
20171229121135,10.0.0.2,53726,10.0.0.3,5001,3,12.0-13.0,655360,5242880
20171229121136,10.0.0.2,53726,10.0.0.3,5001,3,13.0-14.0,524288,4194304
20171229121137,10.0.0.2,53726,10.0.0.3,5001,3,14.0-15.0,655360,5242880
20171229121138,10.0.0.2,53726,10.0.0.3,5001,3,15.0-16.0,524288,4194304
20171229121139,10.0.0.2,53726,10.0.0.3,5001,3,16.0-17.0,262144,2097152
20171229121141,10.0.0.2,53726,10.0.0.3,5001,3,17.0-18.0,524288,4194304
20171229121141,10.0.0.2,53726,10.0.0.3,5001,3,18.0-19.0,262144,2097152
20171229121142,10.0.0.2,53726,10.0.0.3,5001,3,19.0-20.0,524288,4194304
20171229121143,10.0.0.2,53726,10.0.0.3,5001,3,20.0-21.0,393216,3145728
20171229121144,10.0.0.2,53726,10.0.0.3,5001,3,21.0-22.0,524288,4194304
20171229121145,10.0.0.2,53726,10.0.0.3,5001,3,22.0-23.0,655360,5242880
20171229121146,10.0.0.2,53726,10.0.0.3,5001,3,23.0-24.0,524288,4194304
20171229121147,10.0.0.2,53726,10.0.0.3,5001,3,24.0-25.0,524288,4194304
20171229121148,10.0.0.2,53726,10.0.0.3,5001,3,25.0-26.0,655360,5242880
20171229121149,10.0.0.2,53726,10.0.0.3,5001,3,26.0-27.0,655360,5242880
20171229121150,10.0.0.2,53726,10.0.0.3,5001,3,27.0-28.0,524288,4194304
20171229121151,10.0.0.2,53726,10.0.0.3,5001,3,28.0-29.0,655360,5242880
20171229121152,10.0.0.2,53726,10.0.0.3,5001,3,29.0-30.0,524288,4194304
20171229121152,10.0.0.2,53726,10.0.0.3,5001,3,0.0-30.3,17039360,4505190
