1514578283,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1514578283,s1-eth3,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1514578283,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1514578283,s2-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1514578283,s2-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1514578283,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1514578283,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1514578283,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1514578284,s1-eth1,1252205.88,28021.98,1280227.75,28050,1253458,832.17,424.58,1256.74,425,833,0.00,0.00,0,0
1514578284,s1-eth3,13718.28,627234.81,640953.06,627862,13732,207.79,416.58,624.38,417,208,0.00,0.00,0,0
1514578284,s1-eth2,14509.49,653013.00,667522.50,653666,14524,219.78,434.57,654.35,435,220,0.00,0.00,0,0
1514578284,s2-eth1,627234.81,13718.28,640953.06,13732,627862,416.58,207.79,624.38,208,417,0.00,0.00,0,0
1514578284,s2-eth2,13718.28,628747.25,642465.56,629376,13732,207.79,417.58,625.37,418,208,0.00,0.00,0,0
1514578284,eth0,137.86,65.93,203.80,66,138,1.00,1.00,2.00,1,1,0.00,0.00,0,0
1514578284,lo,1070.93,1070.93,2141.86,1072,1072,11.99,11.99,23.98,12,12,0.00,0.00,0,0
1514578284,total,1922595.50,1951872.12,3874467.75,1953824,1924518,1897.10,1914.09,3811.19,1916,1899,0.00,0.00,0,0
1514578285,s1-eth1,1250356.00,28050.00,1278406.00,28050,1250356,830.00,425.00,1255.00,425,830,0.00,0.00,0,0
1514578285,s1-eth3,13926.00,630068.00,643994.00,630068,13926,211.00,418.00,629.00,418,211,0.00,0.00,0,0
1514578285,s1-eth2,14058.00,633914.00,647972.00,633914,14058,213.00,421.00,634.00,421,213,0.00,0.00,0,0
1514578285,s2-eth1,630068.00,13926.00,643994.00,13926,630068,418.00,211.00,629.00,211,418,0.00,0.00,0,0
1514578285,s2-eth2,13926.00,630068.00,643994.00,630068,13926,211.00,418.00,629.00,418,211,0.00,0.00,0,0
1514578285,eth0,138.00,66.00,204.00,66,138,1.00,1.00,2.00,1,1,0.00,0.00,0,0
1514578285,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1514578285,total,1922472.00,1936092.00,3858564.00,1936092,1922472,1884.00,1894.00,3778.00,1894,1884,0.00,0.00,0,0
1514578286,s1-eth1,1251870.00,28116.00,1279986.00,28116,1251870,831.00,426.00,1257.00,426,831,0.00,0.00,0,0
1514578286,s1-eth3,14058.00,627858.00,641916.00,627858,14058,213.00,417.00,630.00,417,213,0.00,0.00,0,0
1514578286,s1-eth2,14124.00,633096.00,647220.00,633096,14124,214.00,420.00,634.00,420,214,0.00,0.00,0,0
1514578286,s2-eth1,627858.00,14058.00,641916.00,14058,627858,417.00,213.00,630.00,213,417,0.00,0.00,0,0
1514578286,s2-eth2,14058.00,626344.00,640402.00,626344,14058,213.00,416.00,629.00,416,213,0.00,0.00,0,0
1514578286,eth0,138.00,66.00,204.00,66,138,1.00,1.00,2.00,1,1,0.00,0.00,0,0
1514578286,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1514578286,total,1922106.00,1929538.00,3851644.00,1929538,1922106,1889.00,1893.00,3782.00,1893,1889,0.00,0.00,0,0
1514578287,s1-eth1,1249538.00,28450.00,1277988.00,28450,1249538,829.00,431.00,1260.00,431,829,0.00,0.00,0,0
