5321
20171229102517,10.0.0.2,38471,10.0.0.1,5001,3,0.0-1.0,786432,6291456
20171229102518,10.0.0.2,38471,10.0.0.1,5001,3,1.0-2.0,2097152,16777216
20171229102519,10.0.0.2,38471,10.0.0.1,5001,3,2.0-3.0,2621440,20971520
20171229102520,10.0.0.2,38471,10.0.0.1,5001,3,3.0-4.0,3145728,25165824
20171229102521,10.0.0.2,38471,10.0.0.1,5001,3,4.0-5.0,3276800,26214400
20171229102522,10.0.0.2,38471,10.0.0.1,5001,3,5.0-6.0,3538944,28311552
20171229102523,10.0.0.2,38471,10.0.0.1,5001,3,6.0-7.0,3932160,31457280
20171229102524,10.0.0.2,38471,10.0.0.1,5001,3,7.0-8.0,4325376,34603008
20171229102525,10.0.0.2,38471,10.0.0.1,5001,3,8.0-9.0,4849664,38797312
20171229102526,10.0.0.2,38471,10.0.0.1,5001,3,9.0-10.0,5373952,42991616
20171229102527,10.0.0.2,38471,10.0.0.1,5001,3,10.0-11.0,5636096,45088768
20171229102528,10.0.0.2,38471,10.0.0.1,5001,3,11.0-12.0,5898240,47185920
20171229102529,10.0.0.2,38471,10.0.0.1,5001,3,12.0-13.0,5898240,47185920
20171229102530,10.0.0.2,38471,10.0.0.1,5001,3,13.0-14.0,5898240,47185920
20171229102531,10.0.0.2,38471,10.0.0.1,5001,3,14.0-15.0,5898240,47185920
20171229102532,10.0.0.2,38471,10.0.0.1,5001,3,15.0-16.0,5767168,46137344
20171229102533,10.0.0.2,38471,10.0.0.1,5001,3,16.0-17.0,6029312,48234496
20171229102534,10.0.0.2,38471,10.0.0.1,5001,3,17.0-18.0,5898240,47185920
20171229102535,10.0.0.2,38471,10.0.0.1,5001,3,18.0-19.0,5898240,47185920
20171229102536,10.0.0.2,38471,10.0.0.1,5001,3,19.0-20.0,5898240,47185920
20171229102537,10.0.0.2,38471,10.0.0.1,5001,3,20.0-21.0,5898240,47185920
20171229102538,10.0.0.2,38471,10.0.0.1,5001,3,21.0-22.0,5898240,47185920
20171229102539,10.0.0.2,38471,10.0.0.1,5001,3,22.0-23.0,5898240,47185920
20171229102540,10.0.0.2,38471,10.0.0.1,5001,3,23.0-24.0,6029312,48234496
20171229102541,10.0.0.2,38471,10.0.0.1,5001,3,24.0-25.0,5898240,47185920
20171229102542,10.0.0.2,38471,10.0.0.1,5001,3,25.0-26.0,5898240,47185920
20171229102543,10.0.0.2,38471,10.0.0.1,5001,3,26.0-27.0,6160384,49283072
20171229102544,10.0.0.2,38471,10.0.0.1,5001,3,27.0-28.0,5898240,47185920
20171229102545,10.0.0.2,38471,10.0.0.1,5001,3,28.0-29.0,5767168,46137344
20171229102546,10.0.0.2,38471,10.0.0.1,5001,3,29.0-30.0,6029312,48234496
20171229102547,10.0.0.2,38471,10.0.0.1,5001,3,30.0-31.0,6160384,49283072
