13156
20171229121317,10.0.0.5,57304,10.0.0.6,5001,3,0.0-1.0,262144,2097152
20171229121318,10.0.0.5,57304,10.0.0.6,5001,3,1.0-2.0,262144,2097152
20171229121319,10.0.0.5,57304,10.0.0.6,5001,3,2.0-3.0,262144,2097152
20171229121320,10.0.0.5,57304,10.0.0.6,5001,3,3.0-4.0,262144,2097152
20171229121321,10.0.0.5,57304,10.0.0.6,5001,3,4.0-5.0,262144,2097152
20171229121322,10.0.0.5,57304,10.0.0.6,5001,3,5.0-6.0,131072,1048576
20171229121323,10.0.0.5,57304,10.0.0.6,5001,3,6.0-7.0,262144,2097152
20171229121324,10.0.0.5,57304,10.0.0.6,5001,3,7.0-8.0,131072,1048576
20171229121325,10.0.0.5,57304,10.0.0.6,5001,3,8.0-9.0,131072,1048576
20171229121326,10.0.0.5,57304,10.0.0.6,5001,3,9.0-10.0,262144,2097152
20171229121327,10.0.0.5,57304,10.0.0.6,5001,3,10.0-11.0,131072,1048576
20171229121328,10.0.0.5,57304,10.0.0.6,5001,3,11.0-12.0,131072,1048576
20171229121329,10.0.0.5,57304,10.0.0.6,5001,3,12.0-13.0,262144,2097152
20171229121330,10.0.0.5,57304,10.0.0.6,5001,3,13.0-14.0,262144,2097152
20171229121330,10.0.0.5,57304,10.0.0.6,5001,3,14.0-15.0,131072,1048576
20171229121331,10.0.0.5,57304,10.0.0.6,5001,3,15.0-16.0,262144,2097152
20171229121333,10.0.0.5,57304,10.0.0.6,5001,3,16.0-17.0,393216,3145728
20171229121334,10.0.0.5,57304,10.0.0.6,5001,3,17.0-18.0,262144,2097152
20171229121335,10.0.0.5,57304,10.0.0.6,5001,3,18.0-19.0,262144,2097152
20171229121336,10.0.0.5,57304,10.0.0.6,5001,3,19.0-20.0,262144,2097152
20171229121336,10.0.0.5,57304,10.0.0.6,5001,3,20.0-21.0,262144,2097152
20171229121338,10.0.0.5,57304,10.0.0.6,5001,3,21.0-22.0,393216,3145728
20171229121338,10.0.0.5,57304,10.0.0.6,5001,3,22.0-23.0,131072,1048576
20171229121340,10.0.0.5,57304,10.0.0.6,5001,3,23.0-24.0,393216,3145728
20171229121340,10.0.0.5,57304,10.0.0.6,5001,3,24.0-25.0,262144,2097152
20171229121342,10.0.0.5,57304,10.0.0.6,5001,3,25.0-26.0,393216,3145728
20171229121343,10.0.0.5,57304,10.0.0.6,5001,3,26.0-27.0,262144,2097152
20171229121343,10.0.0.5,57304,10.0.0.6,5001,3,27.0-28.0,262144,2097152
20171229121344,10.0.0.5,57304,10.0.0.6,5001,3,28.0-29.0,393216,3145728
20171229121346,10.0.0.5,57304,10.0.0.6,5001,3,29.0-30.0,393216,3145728
20171229121346,10.0.0.5,57304,10.0.0.6,5001,3,0.0-30.9,7864320,2035847
